Start Time;06/05/2026 13:36:34

Time(s);COM5 - PPS Sensor (N);(Selected Full Scale Range: 1N)
6,797;-0,005859375;
6,813;-0,005859375;
6,828;-0,005859375;
6,851;-0,005859375;
6,878;-0,005859375;
6,914;-0,005859375;
6,942;-0,005859375;
6,972;-0,005859375;
7,004;-0,005859375;
7,03;-0,005859375;
7,047;-0,00390625;
7,066;-0,005859375;
7,1;-0,005859375;
7,124;-0,005859375;
7,145;-0,001953125;
7,176;-0,005859375;
7,199;-0,001953125;
7,213;0,001953125;
7,231;-0,00390625;
7,246;0,001953125;
7,263;0;
7,299;0;
7,329;0,001953125;
7,354;0,001953125;
7,369;0;
7,395;0;
7,416;0,001953125;
7,432;0,001953125;
7,451;0,001953125;
7,483;0,001953125;
7,514;0,001953125;
7,528;0,001953125;
7,544;0,001953125;
7,566;0,001953125;
7,596;0,001953125;
7,628;0,001953125;
7,66;0,001953125;
7,682;0,001953125;
7,7;0,001953125;
7,714;0,001953125;
7,726;0,001953125;
7,743;0,001953125;
7,759;0,001953125;
7,774;0,001953125;
7,795;0,001953125;
7,829;0,001953125;
7,858;0,001953125;
7,885;0,001953125;
7,9;0,001953125;
7,916;0,001953125;
7,932;0,001953125;
7,948;0,001953125;
7,962;0,001953125;
7,98;0,001953125;
7,994;0,001953125;
8,008;0,001953125;
8,024;0,001953125;
8,043;0,001953125;
8,055;0,001953125;
8,074;0,001953125;
8,107;0,001953125;
8,131;0,001953125;
8,146;0,001953125;
8,166;0,001953125;
8,192;0,001953125;
8,208;0,001953125;
8,229;0,001953125;
8,262;0,001953125;
8,292;0,001953125;
8,324;0,001953125;
8,349;0,001953125;
8,366;0,001953125;
8,38;0,001953125;
8,4;0,001953125;
8,425;0,001953125;
8,45;0,001953125;
8,476;0,001953125;
8,508;0,001953125;
8,535;0,001953125;
8,552;0,001953125;
8,568;0,001953125;
8,597;0,001953125;
8,612;0,001953125;
8,627;0,001953125;
8,644;0,001953125;
8,658;0,001953125;
8,675;0,001953125;
8,689;0,001953125;
8,705;0,001953125;
8,72;0,001953125;
8,737;0,001953125;
8,754;0,001953125;
8,77;0,001953125;
8,784;0,001953125;
8,805;0,001953125;
8,829;0,001953125;
8,846;0,001953125;
8,86;0,001953125;
8,878;0,001953125;
8,891;0,001953125;
8,908;0,001953125;
8,926;0,001953125;
8,954;0,001953125;
8,97;0,001953125;
8,986;0,001953125;
9,002;0,001953125;
9,018;0,001953125;
9,036;0,001953125;
9,065;0,001953125;
9,078;0,001953125;
9,099;0,001953125;
9,129;0,001953125;
9,159;0,001953125;
9,18;0,001953125;
9,203;0,001953125;
9,218;0;
9,233;0,001953125;
9,254;0,001953125;
9,283;0;
9,296;0,001953125;
9,311;-0,001953125;
9,325;-0,00390625;
9,343;-0,00390625;
9,356;-0,005859375;
9,377;-0,00390625;
9,404;-0,005859375;
9,419;-0,00390625;
9,435;-0,005859375;
9,451;-0,00390625;
9,468;-0,001953125;
9,483;-0,005859375;
9,503;-0,005859375;
9,529;-0,005859375;
9,542;-0,00390625;
9,561;-0,005859375;
9,589;-0,005859375;
9,604;-0,005859375;
9,619;-0,005859375;
9,636;-0,001953125;
9,653;-0,005859375;
9,687;-0,005859375;
9,716;-0,005859375;
9,745;-0,005859375;
9,76;-0,005859375;
9,776;-0,005859375;
9,79;-0,005859375;
9,805;0;
9,82;-0,001953125;
9,836;-0,005859375;
9,851;0;
9,867;0,001953125;
9,884;0,001953125;
9,899;-0,00390625;
9,916;-0,005859375;
9,94;-0,005859375;
9,962;-0,00390625;
9,98;-0,005859375;
10,016;-0,00390625;
10,038;-0,005859375;
10,054;-0,005859375;
10,07;-0,005859375;
10,085;-0,005859375;
10,101;-0,005859375;
10,119;-0,005859375;
10,153;-0,00390625;
10,182;-0,005859375;
10,21;-0,005859375;
10,224;-0,005859375;
10,24;-0,005859375;
10,255;-0,005859375;
10,278;-0,005859375;
10,302;-0,005859375;
10,316;-0,005859375;
10,336;0;
10,364;-0,001953125;
10,379;-0,005859375;
10,398;-0,005859375;
10,431;-0,00390625;
10,457;-0,00390625;
10,472;-0,00390625;
10,487;-0,005859375;
10,501;-0,005859375;
10,519;-0,001953125;
10,536;-0,005859375;
10,55;-0,005859375;
10,564;-0,001953125;
10,581;-0,005859375;
10,596;-0,001953125;
10,612;0,001953125;
10,631;-0,005859375;
10,662;-0,00390625;
10,694;-0,005859375;
10,723;-0,005859375;
10,752;-0,005859375;
10,765;-0,005859375;
10,781;-0,005859375;
10,799;-0,005859375;
10,812;-0,005859375;
10,827;-0,005859375;
10,843;0;
10,861;-0,005859375;
10,894;-0,005859375;
10,929;-0,005859375;
10,951;-0,005859375;
10,966;-0,005859375;
10,981;-0,001953125;
11,005;-0,00390625;
11,029;-0,00390625;
11,048;-0,005859375;
11,082;-0,005859375;
11,107;-0,005859375;
11,129;-0,005859375;
11,17;-0,005859375;
11,184;-0,00390625;
11,198;-0,005859375;
11,212;-0,001953125;
11,232;-0,005859375;
11,244;-0,005859375;
11,26;0;
11,274;-0,005859375;
11,291;-0,005859375;
11,308;-0,005859375;
11,323;-0,00390625;
11,344;-0,00390625;
11,375;-0,005859375;
11,406;-0,005859375;
11,438;-0,005859375;
11,462;-0,001953125;
11,477;-0,005859375;
11,495;-0,005859375;
11,525;-0,005859375;
11,54;-0,005859375;
11,561;-0,005859375;
11,59;-0,005859375;
11,616;-0,005859375;
11,633;-0,001953125;
11,651;-0,001953125;
11,682;-0,005859375;
