Start Time;08/05/2026 15:09:27

Time(s);COM5 - PPS Sensor (N);(Selected Full Scale Range: 1N)
16,121;0,001953125;
16,138;-0,001953125;
16,154;-0,005859375;
16,168;-0,005859375;
16,183;-0,005859375;
16,198;-0,005859375;
16,214;0;
16,23;-0,00390625;
16,244;-0,005859375;
16,26;-0,005859375;
16,274;-0,001953125;
16,291;0,001953125;
16,306;-0,001953125;
16,32;0,001953125;
16,337;0,001953125;
16,352;0,001953125;
16,369;-0,001953125;
16,384;0,001953125;
16,405;0,001953125;
16,432;-0,001953125;
16,45;0,001953125;
16,478;0,001953125;
16,492;0,001953125;
16,506;0,001953125;
16,523;-0,001953125;
16,537;0,001953125;
16,552;0,001953125;
16,568;0,001953125;
16,583;0,001953125;
16,6;0,001953125;
16,615;0,001953125;
16,63;0,001953125;
16,645;0,001953125;
16,661;0,001953125;
16,677;0,001953125;
16,692;0,001953125;
16,711;0,001953125;
16,739;0,001953125;
16,755;0,001953125;
16,768;0,001953125;
16,785;0,001953125;
16,801;0,001953125;
16,817;0,001953125;
16,835;0,001953125;
16,863;0,001953125;
16,878;0,001953125;
16,892;0,001953125;
16,91;0,001953125;
16,923;0,001953125;
16,943;0,001953125;
16,971;0,001953125;
16,986;0,001953125;
17,002;0,001953125;
17,021;0,001953125;
17,048;0,001953125;
17,064;0,001953125;
17,081;0,001953125;
17,099;0,001953125;
17,126;0,001953125;
17,141;0,001953125;
17,157;0,001953125;
17,173;0,001953125;
17,192;0,001953125;
17,219;0,001953125;
17,236;0,001953125;
17,248;0,001953125;
17,266;0,001953125;
17,28;0,001953125;
17,297;0,001953125;
17,313;0,001953125;
17,328;0,001953125;
17,343;0,001953125;
17,357;0;
17,377;0,001953125;
17,407;0,001953125;
17,435;0,001953125;
17,458;0,001953125;
17,481;0,001953125;
17,496;0,001953125;
17,514;0,001953125;
17,527;0,001953125;
17,544;0,001953125;
17,56;0,001953125;
17,582;0,001953125;
17,607;0,001953125;
17,622;0,001953125;
17,637;0,001953125;
17,656;0,001953125;
17,668;0,001953125;
17,686;0,001953125;
17,7;0,001953125;
17,715;0,001953125;
17,73;0,001953125;
17,746;0,001953125;
17,762;0,001953125;
17,779;0,001953125;
17,794;0,001953125;
17,81;0,001953125;
17,829;0,001953125;
17,857;0,001953125;
17,87;0,001953125;
17,889;0,001953125;
17,902;0,001953125;
17,917;0,001953125;
17,933;0,001953125;
17,947;0,001953125;
17,967;0,001953125;
17,993;0,001953125;
18,01;0,001953125;
18,027;0,001953125;
18,045;0,001953125;
18,072;0,001953125;
18,087;0,001953125;
18,103;0,001953125;
18,117;0,001953125;
18,133;0,001953125;
18,152;0,001953125;
18,165;0,001953125;
18,181;0,001953125;
18,197;0,001953125;
18,212;0,001953125;
18,229;0,001953125;
18,245;0,001953125;
18,26;0,001953125;
18,276;0,001953125;
18,291;0,001953125;
18,307;0,001953125;
18,322;0,001953125;
18,336;0,001953125;
18,356;0,001953125;
18,384;0,001953125;
18,405;0,001953125;
18,437;0,001953125;
18,461;0,001953125;
18,476;0,001953125;
18,493;0,001953125;
18,51;0,001953125;
18,524;0,001953125;
18,54;0,001953125;
18,557;0,001953125;
18,586;0,001953125;
