Start Time;08/05/2026 09:33:03

Time(s);COM5 - PPS Sensor (N);(Selected Full Scale Range: 1N)
6,129;0,001953125;
6,145;0,001953125;
6,158;0,001953125;
6,175;0,001953125;
6,191;0,001953125;
6,207;0,001953125;
6,222;0,001953125;
6,238;-0,001953125;
6,253;0,001953125;
6,269;0,001953125;
6,284;0,001953125;
6,299;0,001953125;
6,315;0;
6,329;0,001953125;
6,344;0,001953125;
6,36;0,001953125;
6,383;0,001953125;
6,408;0,001953125;
6,424;0,001953125;
6,44;0,001953125;
6,453;0,001953125;
6,471;0,001953125;
6,488;0,001953125;
6,518;0,001953125;
6,533;0,001953125;
6,548;0,001953125;
6,564;0,001953125;
6,578;0,001953125;
6,593;0,001953125;
6,608;0,001953125;
6,625;0,001953125;
6,638;0,001953125;
6,657;0,001953125;
6,675;0,001953125;
6,711;0,001953125;
6,742;0,001953125;
6,773;0,001953125;
6,801;0,001953125;
6,837;0,001953125;
6,859;0,001953125;
6,883;0,001953125;
6,914;0,001953125;
6,943;0,001953125;
6,969;0,001953125;
6,989;0,001953125;
7,019;0,001953125;
7,035;0,001953125;
7,057;0,001953125;
7,081;0,001953125;
7,097;0,001953125;
7,113;0,001953125;
7,127;0,001953125;
7,144;0,001953125;
7,158;0,001953125;
7,173;0,001953125;
7,189;0,001953125;
7,205;0,001953125;
7,218;0,001953125;
7,236;0,001953125;
7,25;0,001953125;
7,267;0,001953125;
7,284;0,001953125;
7,314;0,001953125;
7,328;0,001953125;
7,343;0,001953125;
7,36;0,001953125;
7,382;0,001953125;
7,407;0,001953125;
7,422;0,001953125;
7,439;0,001953125;
7,453;0,001953125;
7,469;0,001953125;
7,485;0,001953125;
7,499;0,001953125;
7,517;0,001953125;
7,545;0,001953125;
7,562;0,001953125;
7,59;0,001953125;
7,609;0,001953125;
7,638;0,001953125;
7,653;0,001953125;
7,668;0,001953125;
7,683;0,001953125;
7,699;0,001953125;
7,714;0,001953125;
7,73;0,001953125;
7,749;0,001953125;
7,775;0,001953125;
7,792;0,001953125;
7,809;0,001953125;
7,824;0,001953125;
7,839;0,001953125;
7,854;0,001953125;
7,87;0,001953125;
7,886;0,001953125;
7,902;0,001953125;
7,932;0,001953125;
7,948;0,001953125;
7,963;0,001953125;
7,98;0,001953125;
7,997;0,001953125;
8,026;0,001953125;
8,039;0,001953125;
8,057;0,001953125;
8,073;0,001953125;
8,088;0,001953125;
8,103;0,001953125;
8,12;0,001953125;
8,135;0,001953125;
8,151;0,001953125;
8,166;0,001953125;
8,18;0,001953125;
8,196;0,001953125;
8,212;0,001953125;
8,231;0,001953125;
8,262;0,001953125;
8,292;0,001953125;
8,309;0,001953125;
8,337;0,001953125;
8,353;0,001953125;
8,374;0,001953125;
8,403;0,001953125;
8,431;0,001953125;
8,448;0,001953125;
8,46;0,001953125;
8,48;0,001953125;
8,509;0,001953125;
8,525;0,001953125;
8,54;0,001953125;
8,555;0,001953125;
8,569;0,001953125;
8,584;0,001953125;
8,602;0,001953125;
8,616;0,001953125;
8,631;0,001953125;
8,647;0,001953125;
8,661;0,001953125;
8,677;0,001953125;
8,693;0,001953125;
8,71;0,001953125;
8,724;0,001953125;
8,739;0,001953125;
8,753;0,001953125;
8,77;0,001953125;
8,786;0,001953125;
8,806;0,001953125;
8,83;0,001953125;
8,848;0,001953125;
8,863;0,001953125;
8,879;0,001953125;
8,894;0,001953125;
8,911;0,001953125;
8,926;0,001953125;
8,94;0,001953125;
8,956;0,001953125;
8,972;0,001953125;
8,989;0,001953125;
